
0	-inf
30	13.655
60	13.2091
90	13.0827
120	13.0541
150	13.0068
180	12.9589
210	12.9266
240	12.7564
270	12.6118
300	12.4369
330	12.1995
360	11.8519
390	11.5239
420	11.2058
450	10.905
480	10.6342
510	10.3521
540	10.0487
570	9.76811
600	9.47825
630	9.19025
660	8.92071
690	8.65506
720	8.41174
750	8.17609
780	7.96301
810	7.74945
840	7.55038
870	7.3688
900	7.19434
930	7.03315
960	6.87697
990	6.73594
1020	6.60087
1050	6.4704
1080	6.3385
1110	6.22689
1140	6.11492
1170	6.00755
1200	5.89988
1230	5.79518
1260	5.70389
1290	5.61186
1320	5.52366
1350	5.43604
1380	5.35239
1410	5.27181
1440	5.19301
1470	5.12116
1500	5.04846
