md:	333
mse:	672.155
pmse:	0.0114773
snr:	56.8412
psnr:	-90.0377
md:	321
mse:	251.588
pmse:	0.00429595
snr:	69.6446
psnr:	-77.2343
md:	315
mse:	104.689
pmse:	0.00178761
snr:	81.0682
psnr:	-65.8107
