100	0.012017
101	0.011761
102	0.007046
103	0.006441
104	0.014188
105	0.012225
106	0.009701
107	0.007607
108	0.009002
109	0.011856
110	0.008694
111	0.014117
112	0.006003
113	0.006258
114	0.008293
115	0.008969
116	0.01449
117	0.010104
118	0.007513
119	0.012261
120	0.013434
121	0.010184
122	0.01082
123	0.016316
124	0.017261
125	0.012643
126	0.00771
127	0.013251
128	0.014484
129	0.007792
130	0.010919
131	0.009404
132	0.008326
133	0.010562
134	0.013154
135	0.008521
136	0.014352
137	0.015542
138	0.019106
139	0.019857
140	0.011772
141	0.013
142	0.01369
143	0.009464
144	0.009593
145	0.010956
146	0.009775
147	0.011878
148	0.013847
149	0.013358
150	0.012924
151	0.013009
152	0.012643
153	0.015242
154	0.015809
155	0.015658
156	0.020501
157	0.019615
158	0.026774
159	0.028838
160	0.023246
161	0.020537
162	0.012504
163	0.016531
164	0.017218
165	0.012638
166	0.018345
167	0.017475
168	0.016601
169	0.013438
170	0.018372
171	0.022406
172	0.01661
173	0.014044
174	0.016364
175	0.016895
176	0.017479
177	0.016721
178	0.021076
179	0.014977
180	0.019157
181	0.023638
182	0.024692
183	0.019059
184	0.017787
185	0.01595
186	0.019762
187	0.018186
188	0.021968
189	0.01893
190	0.019
191	0.021121
192	0.021622
193	0.020746
194	0.024956
195	0.02456
196	0.023735
197	0.023147
198	0.020512
199	0.025743
200	0.023095
201	0.023416
202	0.019142
203	0.019517
204	0.024359
205	0.02693
206	0.021117
207	0.024804
208	0.02604
209	0.027384
210	0.026678
211	0.026417
212	0.026356
213	0.026606
214	0.024778
215	0.026799
216	0.02538
217	0.035912
218	0.025366
219	0.026187
220	0.025636
221	0.027523
222	0.025015
223	0.027098
224	0.027137
225	0.026486
226	0.026115
227	0.025344
228	0.026813
229	0.030411
230	0.026812
231	0.031305
232	0.028267
233	0.027247
234	0.031138
235	0.0279
236	0.03011
237	0.027342
238	0.038807
239	0.0291
240	0.032784
241	0.034501
242	0.031884
243	0.029847
244	0.030866
245	0.037461
246	0.041184
247	0.029622
248	0.031487
249	0.029807
250	0.031534
251	0.032892
252	0.030049
253	0.033353
254	0.03768
255	0.032423
256	0.037132
257	0.033983
258	0.034602
259	0.040541
260	0.037806
261	0.033283
262	0.033412
263	0.040476
264	0.033237
265	0.034751
266	0.0354
267	0.036335
268	0.035212
269	0.036519
270	0.043834
271	0.042189
272	0.037635
273	0.036022
274	0.040423
275	0.045549
276	0.037848
277	0.040061
278	0.039547
279	0.0376
280	0.039643
281	0.044535
282	0.044187
283	0.041089
284	0.041123
285	0.044878
286	0.040744
287	0.041078
288	0.040396
289	0.045904
290	0.045884
291	0.05741
292	0.049122
293	0.042358
294	0.043011
295	0.042828
296	0.045505
297	0.04242
298	0.048002
299	0.042708
300	0.050709
301	0.057174
302	0.046909
303	0.046453
304	0.054946
305	0.046417
306	0.046628
307	0.052882
308	0.046597
309	0.057926
310	0.049331
311	0.049167
312	0.047773
313	0.048781
314	0.055348
315	0.049758
316	0.050968
317	0.051021
318	0.048975
319	0.050781
320	0.051198
321	0.055558
322	0.05456
323	0.054129
324	0.056099
325	0.053978
326	0.063954
327	0.058617
328	0.058169
329	0.063863
330	0.055607
331	0.051335
332	0.05496
333	0.055903
334	0.055493
335	0.064251
336	0.055484
337	0.064538
338	0.055644
339	0.054051
340	0.058879
341	0.078117
342	0.059618
343	0.062864
344	0.062955
345	0.063956
346	0.061596
347	0.057267
348	0.059474
349	0.060444
350	0.064331
351	0.064195
352	0.063229
